reason_id,event_id,source_row_id,reason_index,reason_raw,event_level,rejected_at,corrected_at,gap_days,Region,Nom Operateur Court,reason_clean,reason_model,reason_word_count,is_valid_reason,cluster_id,stable_theme,theme_assignment_method,needs_review,rejected_month
173,27,29,7,Absence d'au moins un membre du CVGFR et la chefferie sur le PVCL,N1,2026-04-17 10:08:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,absence d'au moins un membre du cvgfr et la chefferie sur le pvcl,absence d'au membre cvgfr chefferie pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
174,27,29,8,Indication de terre communautaire comme voisin limitrophe sans indiqué le nom de la communauté sur le Plan,N1,2026-04-17 10:08:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,indication de terre communautaire comme voisin limitrophe sans indique le nom de la communaute sur le plan,indication terre communautaire comme voisin limitrophe indique nom communaute plan,10,True,6,voisinage_limitrophes,rule,False,2026-04
175,27,29,9,Présence des étiquettes à l'intérieur de la polygonale de la parcelle sur le Plan,N1,2026-04-17 10:08:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,presence des etiquettes a l'interieur de la polygonale de la parcelle sur le plan,presence etiquettes l'interieur polygonale parcelle plan,6,True,10,plan_toponymie_noms,rule,False,2026-04
176,27,29,10,Certains éléments du plan de situation ne sont pas représentés dans la,N1,2026-04-17 10:08:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,certains elements du plan de situation ne sont pas representes dans la,certains elements plan situation ne pas representes,7,True,1,plan_toponymie_noms,rule,False,2026-04
177,27,29,11,Présence de champs vides sur la fiche démographique,N1,2026-04-17 10:08:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
178,27,29,12,légende : la foret classée,N1,2026-04-17 10:08:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,legende la foret classee,legende foret classee,3,True,12,autre_a_revoir,manual_review,True,2026-04
179,28,30,1,Présence de champs vides sur la fiche démographique,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
180,28,30,2,Absence de signature des membres de l'équipe d'enquête,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
181,28,30,3,"Nom et prénom incomplet du voisin limitrophe ABOU sur la fiche démographique, l'équipe d'enquête et le Plan",N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,nom et prenom incomplet du voisin limitrophe abou sur la fiche demographique l'equipe d'enquete et le plan,nom prenom incomplet voisin limitrophe abou fiche demographique l'equipe d'enquete plan,11,True,7,voisinage_limitrophes,rule,False,2026-04
182,28,30,4,Insuffisance d'informations sur l'origine des droits fonciers : le questionnaire numéro vide,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,insuffisance d'informations sur l'origine des droits fonciers le questionnaire numero vide,insuffisance d'informations l'origine droits fonciers questionnaire numero vide,8,True,2,droits_origine_transaction,rule,False,2026-04
183,28,30,5,Absence de signature du géomètre expert ou son représentant sur le PVCL,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
184,28,30,6,Absence d'un moins un membre du CVGFR et la chefferie sur le PVCL,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,absence d'un moins un membre du cvgfr et la chefferie sur le pvcl,absence d'un membre cvgfr chefferie pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
185,28,30,7,Le voisin limitrophe Kone Tenon Aboubacar ne figure pas sur le Plan,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,le voisin limitrophe kone tenon aboubacar ne figure pas sur le plan,voisin limitrophe kone tenon aboubacar ne figure pas plan,9,True,6,voisinage_limitrophes,rule,False,2026-04
186,28,30,8,Inconformité de la présence d'amorce de limite à la borne B4 sur le plan : c'est le même voisin limitrophe de B3 à B5,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,inconformite de la presence d'amorce de limite a la borne b4 sur le plan c'est le meme voisin limitrophe de b3 a b5,inconformite presence d'amorce limite borne b4 plan c'est meme voisin limitrophe b3 b5,13,True,1,pvcl_constat_limites,rule,False,2026-04
187,28,30,9,Indication de terre communautaire comme voisin limitrophe sans indiqué le nom de la communauté sur le Plan,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,indication de terre communautaire comme voisin limitrophe sans indique le nom de la communaute sur le plan,indication terre communautaire comme voisin limitrophe indique nom communaute plan,10,True,6,voisinage_limitrophes,rule,False,2026-04
188,28,30,10,Certains éléments du plan de situation ne sont pas représentés dans la,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,certains elements du plan de situation ne sont pas representes dans la,certains elements plan situation ne pas representes,7,True,1,plan_toponymie_noms,rule,False,2026-04
189,28,30,11,légende : la foret classée,N1,2026-04-17 10:32:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,legende la foret classee,legende foret classee,3,True,12,autre_a_revoir,manual_review,True,2026-04
190,29,31,1,Présence de champs vides sur la fiche démographique,N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
191,29,31,2,Absence de signature des membres de l'équipe d'enquête,N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
192,29,31,3,"Nom et prénom incomplet du voisin limitrophe ADAMA sur la fiche démographique , l'équipe d'enquête et le Plan",N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,nom et prenom incomplet du voisin limitrophe adama sur la fiche demographique l'equipe d'enquete et le plan,nom prenom incomplet voisin limitrophe adama fiche demographique l'equipe d'enquete plan,11,True,7,voisinage_limitrophes,rule,False,2026-04
193,29,31,4,De qui le défunt détenait la parcelle ?,N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,de qui le defunt detenait la parcelle,defunt detenait parcelle,3,True,2,shapefile_geometrie_superficie,rule,False,2026-04
194,29,31,5,Absence de signature du géomètre expert ou son représentant sur le PVCL,N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
195,29,31,6,Absence d'un moins un membre du CVGFR et la chefferie sur le PVCL,N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,absence d'un moins un membre du cvgfr et la chefferie sur le pvcl,absence d'un membre cvgfr chefferie pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
196,29,31,7,Légende du Plan de la parcelle est inconforme : l'amorce n'est pas représenté,N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,legende du plan de la parcelle est inconforme l'amorce n'est pas represente,legende plan parcelle inconforme l'amorce n'est pas represente,8,True,6,voisinage_limitrophes,rule,False,2026-04
197,29,31,8,Présence de plusieurs étiquettes à l'intérieur de la polygonale de la parcelle sur le Plan,N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,presence de plusieurs etiquettes a l'interieur de la polygonale de la parcelle sur le plan,presence plusieurs etiquettes l'interieur polygonale parcelle plan,7,True,10,plan_toponymie_noms,rule,False,2026-04
198,29,31,9,Certains éléments du plan de situation ne sont pas représentés dans la,N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,certains elements du plan de situation ne sont pas representes dans la,certains elements plan situation ne pas representes,7,True,1,plan_toponymie_noms,rule,False,2026-04
199,29,31,10,légende : la foret classée,N1,2026-04-17 10:54:00,2026-06-30 16:00:00,74.20833333333333,CAVALLY,GRP. CAG,legende la foret classee,legende foret classee,3,True,12,autre_a_revoir,manual_review,True,2026-04
200,30,31,1,Incohérence entre les noms des voisins inscrits sur le PVCL (PV des constats de limites) et le plan,N1,2026-07-05 12:21:00,2026-07-05 12:22:00,,CAVALLY,GRP. CAG,incoherence entre les noms des voisins inscrits sur le pvcl pv des constats de limites et le plan,incoherence entre noms voisins inscrits pvcl pv constats limites plan,10,True,1,pvcl_constat_limites,rule,False,2026-07
201,30,31,2,La fiche démographique n'est pas entièrement renseignée,N1,2026-07-05 12:21:00,2026-07-05 12:22:00,,CAVALLY,GRP. CAG,la fiche demographique n'est pas entierement renseignee,fiche demographique n'est pas entierement renseignee,6,True,6,autre_a_revoir,manual_review,True,2026-07
202,30,31,3,Absence de signatures sur la liste de l'équipe d'enquête,N1,2026-07-05 12:21:00,2026-07-05 12:22:00,,CAVALLY,GRP. CAG,absence de signatures sur la liste de l'equipe d'enquete,absence signatures liste l'equipe d'enquete,5,True,7,audition_enquete_historique,rule,False,2026-07
203,30,31,4,Questionnaire RDC n°3 : numero de téléphone a la place du nom du père du bénéficiaire,N1,2026-07-05 12:21:00,2026-07-05 12:22:00,,CAVALLY,GRP. CAG,questionnaire rdc n 3 numero de telephone a la place du nom du pere du beneficiaire,questionnaire rdc numero telephone place nom pere beneficiaire,8,True,2,autre_a_revoir,manual_review,True,2026-07
204,31,32,1,Présence de champs vides sur la fiche démographique,N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
205,31,32,2,Absence de signature des membres de l'équipe d'enquête,N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
206,31,32,3,"Inconformité entre la nationalité , la nature et le numéro de la pièce d'identification du demandeur sur la fiche démographique",N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,inconformite entre la nationalite la nature et le numero de la piece d'identification du demandeur sur la fiche demographique,inconformite entre nationalite nature numero piece d'identification demandeur fiche demographique,10,True,5,audition_enquete_historique,rule,False,2026-04
207,31,32,4,Absence de plusieurs voisins sur la fiche démographique et l'équipe d'enquête ( voir le plan),N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,absence de plusieurs voisins sur la fiche demographique et l'equipe d'enquete voir le plan,absence plusieurs voisins fiche demographique l'equipe d'enquete voir plan,9,True,1,voisinage_limitrophes,rule,False,2026-04
208,31,32,5,Absence d'un moins un membre du CVGFR et la chefferie sur le PVCL,N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,absence d'un moins un membre du cvgfr et la chefferie sur le pvcl,absence d'un membre cvgfr chefferie pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
209,31,32,6,Absence de signature du géomètre expert ou son représentant sur le PVCL,N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
210,31,32,7,"Sur le Plan, Ouedraogo Amidou est le demandeur ou un voisin limitrophe? si vous mentionner sur le PVCL",N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,sur le plan ouedraogo amidou est le demandeur ou un voisin limitrophe si vous mentionner sur le pvcl,plan ouedraogo amidou demandeur voisin limitrophe si vous mentionner pvcl,10,True,6,pvcl_constat_limites,rule,False,2026-04
211,31,32,8,Présence de plusieurs étiquettes à l'intérieur de la polygonale de la parcelle sur le Plan,N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,presence de plusieurs etiquettes a l'interieur de la polygonale de la parcelle sur le plan,presence plusieurs etiquettes l'interieur polygonale parcelle plan,7,True,10,plan_toponymie_noms,rule,False,2026-04
212,31,32,9,Certains éléments du plan de situation ne sont pas représentés dans la,N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,certains elements du plan de situation ne sont pas representes dans la,certains elements plan situation ne pas representes,7,True,1,plan_toponymie_noms,rule,False,2026-04
213,31,32,10,"""- Absence de signature du géomètre expert ou son représentant sur le PVCL",N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
214,31,32,11,légende : la foret classée,N1,2026-04-17 11:12:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,legende la foret classee,legende foret classee,3,True,12,autre_a_revoir,manual_review,True,2026-04
215,32,33,1,Présence de champs vides sur la fiche démographique,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
216,32,33,2,Absence de signature des membres de l'équipe d'enquête,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
217,32,33,3,"Inconformité entre la nationalité , la nature et le numéro de la pièce d'identification du voisin limitrophe Zorome Alassane sur la fiche démographique",N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,inconformite entre la nationalite la nature et le numero de la piece d'identification du voisin limitrophe zorome alassane sur la fiche demographique,inconformite entre nationalite nature numero piece d'identification voisin limitrophe zorome alassane fiche demographique,13,True,5,voisinage_limitrophes,rule,False,2026-04
218,32,33,4,Insuffisance d'information sur l'origine des droits : Questionnaire numéro 3 vide,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,insuffisance d'information sur l'origine des droits questionnaire numero 3 vide,insuffisance d'information l'origine droits questionnaire numero vide,7,True,2,droits_origine_transaction,rule,False,2026-04
219,32,33,5,Absence de signature du géomètre expert ou son représentant sur le PVCL,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
220,32,33,6,Absence d'un moins un membre du CVGFR et la chefferie sur le PVCL,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,absence d'un moins un membre du cvgfr et la chefferie sur le pvcl,absence d'un membre cvgfr chefferie pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
221,32,33,7,Absence du voisin Zongo Arrouna sur le PVCL,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,absence du voisin zongo arrouna sur le pvcl,absence voisin zongo arrouna pvcl,5,True,6,pvcl_constat_limites,rule,False,2026-04
222,32,33,8,Indication de Bas-fond comme voisin limitrophe,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,indication de bas fond comme voisin limitrophe,indication bas fond comme voisin limitrophe,6,True,6,voisinage_limitrophes,rule,False,2026-04
223,32,33,9,Présence de plusieurs étiquettes à l'intérieur de la polygonale de la parcelle sur le Plan,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,presence de plusieurs etiquettes a l'interieur de la polygonale de la parcelle sur le plan,presence plusieurs etiquettes l'interieur polygonale parcelle plan,7,True,10,plan_toponymie_noms,rule,False,2026-04
224,32,33,10,Certains éléments du plan de situation ne sont pas représentés dans la,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,certains elements du plan de situation ne sont pas representes dans la,certains elements plan situation ne pas representes,7,True,1,plan_toponymie_noms,rule,False,2026-04
225,32,33,11,légende : la foret classée,N1,2026-04-17 11:28:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,legende la foret classee,legende foret classee,3,True,12,autre_a_revoir,manual_review,True,2026-04
226,33,34,1,La pièce d'identité chargée ne correspond pas aux informations sur le demandeur,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,la piece d'identite chargee ne correspond pas aux informations sur le demandeur,piece d'identite chargee ne correspond pas informations demandeur,8,True,1,audition_enquete_historique,rule,False,2026-04
227,33,34,2,le numero de la piece d'identification du demandeur est identique à celui du voisin limitrophe Koumkienga Yamba Abel,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,le numero de la piece d'identification du demandeur est identique a celui du voisin limitrophe koumkienga yamba abel,numero piece d'identification demandeur identique celui voisin limitrophe koumkienga yamba abel,11,True,5,voisinage_limitrophes,rule,False,2026-04
228,33,34,3,Présence de champs vides sur la fiche démographique,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
229,33,34,4,Absence de signature des membres de l'équipe d'enquête,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
230,33,34,5,Absence de déclaration du cédant ou un membre de sa famille,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,absence de declaration du cedant ou un membre de sa famille,absence declaration cedant membre famille,5,True,3,voisinage_limitrophes,rule,False,2026-04
231,33,34,6,Insuffisance sur l'origine des droits fonciers : le demandeur ne connait pas le nom du cédant,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,insuffisance sur l'origine des droits fonciers le demandeur ne connait pas le nom du cedant,insuffisance l'origine droits fonciers demandeur ne connait pas nom cedant,10,True,6,audition_enquete_historique,rule,False,2026-04
232,33,34,7,Absence de signature du géomètre expert ou son représentant sur le PVCL,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
233,33,34,8,Absence d'un moins un membre du CVGFR et la chefferie sur le PVCL,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,absence d'un moins un membre du cvgfr et la chefferie sur le pvcl,absence d'un membre cvgfr chefferie pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
234,33,34,9,Nom et prénom incomplet du voisin limitrophe Koumkienga sur le plan,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,nom et prenom incomplet du voisin limitrophe koumkienga sur le plan,nom prenom incomplet voisin limitrophe koumkienga plan,7,True,7,voisinage_limitrophes,rule,False,2026-04
235,33,34,10,Présence de plusieurs étiquettes à l'intérieur de la polygonale de la parcelle sur le Plan,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,presence de plusieurs etiquettes a l'interieur de la polygonale de la parcelle sur le plan,presence plusieurs etiquettes l'interieur polygonale parcelle plan,7,True,10,plan_toponymie_noms,rule,False,2026-04
236,33,34,11,Certains éléments du plan de situation ne sont pas représentés dans la,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,certains elements du plan de situation ne sont pas representes dans la,certains elements plan situation ne pas representes,7,True,1,plan_toponymie_noms,rule,False,2026-04
237,33,34,12,légende : la foret classée,N1,2026-04-17 11:49:00,2026-06-30 16:00:00,74.16666666666667,CAVALLY,GRP. CAG,legende la foret classee,legende foret classee,3,True,12,autre_a_revoir,manual_review,True,2026-04
238,34,35,1,Présence de champs vides sur la fiche démographique,N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
239,34,35,2,Absence de signature des membres de l'équipe d'enquête,N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
240,34,35,3,"Nom et prénom incomplet du voisin limitrophe TRAORE sur la fiche démographique , l'équipe d'enquête et le Plan",N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,nom et prenom incomplet du voisin limitrophe traore sur la fiche demographique l'equipe d'enquete et le plan,nom prenom incomplet voisin limitrophe traore fiche demographique l'equipe d'enquete plan,11,True,7,voisinage_limitrophes,rule,False,2026-04
241,34,35,4,Absence de déclaration du cédant ou un membre de sa famille,N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,absence de declaration du cedant ou un membre de sa famille,absence declaration cedant membre famille,5,True,3,voisinage_limitrophes,rule,False,2026-04
242,34,35,5,Absence de signature du géomètre expert ou son représentant sur le PVCL,N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
243,34,35,6,Absence d'un moins un membre du CVGFR et la chefferie sur le PVCL,N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,absence d'un moins un membre du cvgfr et la chefferie sur le pvcl,absence d'un membre cvgfr chefferie pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
244,34,35,7,Absence du voisin limitrophe TRAORE sur le PVCL ( voir plan),N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,absence du voisin limitrophe traore sur le pvcl voir plan,absence voisin limitrophe traore pvcl voir plan,7,True,6,pvcl_constat_limites,rule,False,2026-04
245,34,35,8,Erreur sur le nom du demandeur sur le Plan,N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,erreur sur le nom du demandeur sur le plan,erreur nom demandeur plan,4,True,2,plan_toponymie_noms,rule,False,2026-04
246,34,35,9,Présence de plusieurs étiquettes à l'intérieur de la polygonale de la parcelle sur le Plan,N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,presence de plusieurs etiquettes a l'interieur de la polygonale de la parcelle sur le plan,presence plusieurs etiquettes l'interieur polygonale parcelle plan,7,True,10,plan_toponymie_noms,rule,False,2026-04
247,34,35,10,Certains éléments du plan de situation ne sont pas représentés dans la,N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,certains elements du plan de situation ne sont pas representes dans la,certains elements plan situation ne pas representes,7,True,1,plan_toponymie_noms,rule,False,2026-04
248,34,35,11,légende : la foret classée,N1,2026-04-17 12:17:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,legende la foret classee,legende foret classee,3,True,12,autre_a_revoir,manual_review,True,2026-04
249,35,36,1,Inconformité entre le recto et le verso de la CNI,N1,2026-04-17 12:38:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,inconformite entre le recto et le verso de la cni,inconformite entre recto verso cni,5,True,5,pieces_documents_scan,rule,False,2026-04
250,35,36,2,Présence de champs vides sur la fiche démographique,N1,2026-04-17 12:38:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,presence de champ_non_renseigne sur la fiche demographique,presence champ_non_renseigne fiche demographique,4,True,4,qualite_information_insuffisante,rule,False,2026-04
251,35,36,3,Absence de signature des membres de l'équipe d'enquête,N1,2026-04-17 12:38:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
252,35,36,4,Confusion sur la nature droit foncier: le demande dit ne pas etre seul à excercer des droits sur la parcelle,N1,2026-04-17 12:38:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,confusion sur la nature droit foncier le demande dit ne pas etre seul a excercer des droits sur la parcelle,confusion nature droit foncier demande dit ne pas seul excercer droits parcelle,12,True,6,droits_origine_transaction,rule,False,2026-04
253,35,36,5,Absence de signature du géomètre expert ou son représentant sur le PVCL,N1,2026-04-17 12:38:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,signature_absente du geometre expert ou son representant sur le pvcl,signature_absente geometre expert representant pvcl,5,True,0,signature_absente_ou_incomplete,rule,False,2026-04
254,35,36,6,Absence d'un moins un membre du CVGFR et la chefferie sur le PVCL,N1,2026-04-17 12:38:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,absence d'un moins un membre du cvgfr et la chefferie sur le pvcl,absence d'un membre cvgfr chefferie pvcl,6,True,3,pvcl_constat_limites,rule,False,2026-04
255,35,36,7,Le voisin limitrophe Issa Diarra dans le PVCL ne figure pas sur le plan,N1,2026-04-17 12:38:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,le voisin limitrophe issa diarra dans le pvcl ne figure pas sur le plan,voisin limitrophe issa diarra pvcl ne figure pas plan,9,True,6,pvcl_constat_limites,rule,False,2026-04
256,35,36,8,Le voisin limitrophe Kone Zie Dans le PCVL ne figure pas sur Le plan,N1,2026-04-17 12:38:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,le voisin limitrophe kone zie dans le pcvl ne figure pas sur le plan,voisin limitrophe kone zie pcvl ne figure pas plan,9,True,6,voisinage_limitrophes,rule,False,2026-04
257,35,36,9,¨préciser sur le PVCL que le voisin limitrophe amble Tiangbe est le représentant de la famille Tiangbe,N1,2026-04-17 12:38:00,2026-06-30 16:00:00,74.125,CAVALLY,GRP. CAG,preciser sur le pvcl que le voisin limitrophe amble tiangbe est le representant de la famille tiangbe,preciser pvcl voisin limitrophe amble tiangbe representant famille tiangbe,9,True,6,pvcl_constat_limites,rule,False,2026-04
